stock_id,name,buy_date,buy_price,shares,buy_cost,sell_date,sell_price,sell_net,pnl,ret_pct
6283,淳安,2009-06-12,11.65,29466,572092.52,2009-06-15,11.31,553367.05,-18725.47,-3.27
2545,皇翔,2009-06-16,59.4,10709,553364.11,2009-06-17,58.6,543838.35,-9525.77,-1.72
6283,淳安,2009-06-18,10.69,30546,543847.13,2009-06-19,10.49,531973.95,-11873.18,-2.18
6283,淳安,2009-06-22,10.73,29744,531963.5,2009-06-23,10.73,529943.91,-2019.59,-0.38
2527,宏璟,2009-06-24,18.45,28712,529947.76,2009-06-25,19.7,563703.84,33756.07,6.37
2527,宏璟,2009-06-26,21.05,26769,563712.28,2009-06-29,19.5,520221.24,-43491.04,-7.72
2527,宏璟,2009-06-30,20.8,25000,520207.48,2009-07-01,19.0,473385.47,-46822.01,-9.0
5310,天剛,2009-07-02,50.1,10592,473370.51,2009-08-11,59.9,563816.95,90446.44,19.11
4907,富宇,2009-08-12,25.65,15611,563841.3,2009-08-13,27.4,600024.56,36183.25,6.42
4907,富宇,2009-08-14,29.3,14543,600012.99,2009-08-20,25.3,516133.36,-83879.63,-13.98
4907,富宇,2009-08-21,25.4,14431,516141.53,2009-08-24,24.95,505072.48,-11069.05,-2.14
4907,富宇,2009-08-25,23.25,15427,505060.81,2009-08-26,23.0,497733.05,-7327.76,-1.45
4907,富宇,2009-08-27,21.4,16518,497748.76,2009-08-28,19.95,462262.07,-35486.7,-7.13
4907,富宇,2009-08-31,19.1,17187,462244.83,2009-09-01,17.3,417092.95,-45151.88,-9.77
3588,通嘉,2009-09-02,220.82,2606,416977.51,2009-11-02,161.15,303151.68,-113825.82,-27.3
4305,世坤,2009-11-03,30.3,10005,303272.46,2009-11-04,28.2,281182.0,-22090.45,-7.28
6240,松崗,2009-11-05,54.72,118,280544.45,2009-11-06,51.04,260683.98,-19860.47,-7.08
6240,松崗,2009-11-09,47.52,126,260148.08,2009-11-10,44.32,241708.53,-18439.54,-7.09
4305,世坤,2009-11-11,26.0,9338,242884.87,2010-01-26,22.8,212182.73,-30702.14,-12.64
5410,國眾,2010-01-27,46.8,5116,212166.35,2010-01-28,40.6,183359.81,-28806.55,-13.58
2429,銘旺科,2010-01-29,4.05,1756,183381.98,2010-02-01,4.33,195132.52,11750.54,6.41
2429,銘旺科,2010-02-02,4.63,1635,195137.91,2010-02-03,4.95,207855.45,12717.54,6.52
2429,銘旺科,2010-02-04,5.29,1524,207774.35,2010-02-05,4.62,180502.64,-27271.72,-13.13
1813,寶利徠,2010-02-23,46.65,3869,180560.87,2010-02-24,46.5,179296.99,-1263.87,-0.7
2429,銘旺科,2010-02-25,5.51,1264,179290.02,2010-02-26,5.89,191036.96,11746.93,6.55
2429,銘旺科,2010-03-01,6.3,1177,190992.64,2010-04-22,12.92,129063.6,-61929.04,-32.42
6283,淳安,2010-04-23,16.68,4425,129137.16,2010-04-26,16.83,129765.26,628.1,0.49
6603,富強鑫,2010-04-27,29.63,6505,129765.36,2010-05-04,28.01,122221.27,-7544.09,-5.81
6283,淳安,2010-05-05,15.47,4515,122215.61,2010-05-06,15.62,122892.74,677.12,0.55
3580,友威科,2010-07-28,37.22,1774,122850.95,2010-08-30,49.63,163179.4,40328.45,32.83
4702,中美實,2010-09-08,30.79,1703,163172.63,2010-10-14,13.75,72563.77,-90608.86,-55.53
3441,聯一光,2010-10-15,35.59,2153,72614.13,2010-10-21,35.59,72338.45,-275.68,-0.38
3441,聯一光,2010-10-22,34.53,2210,72320.82,2010-10-25,35.01,73049.49,728.67,1.01
3441,聯一光,2010-10-26,34.43,2239,73065.55,2010-11-18,29.91,63232.23,-9833.32,-13.46
3550,聯穎,2010-11-19,29.35,2218,63227.35,2010-11-22,29.2,62665.46,-561.88,-0.89
6101,寬魚國際,2010-11-23,38.1,1664,62646.8,2011-02-15,28.0,45864.99,-16781.81,-26.79
4712,南璋,2011-02-16,16.55,789,45875.92,2011-02-17,15.35,42387.98,-3487.95,-7.6
